data_set,arch,forget_cls,method,budget_b,lambda,mask_mode,epochs_run,best_epoch,forget_acc,retain_acc,overall_acc,baseline_forget,baseline_retain,baseline_overall,forget_drop,retain_drop,score,time_s,
CIFAR100,EfficientNet-B0,apple+otter+seal,PS-PCGrad,0.003,1,structured,25,2,0.33,45.39,44.04,61.67,75.42,75.01,61.33,30.03,31.3,21.9,
CIFAR100,EfficientNet-B0,apple+otter+seal,PS-PCGrad,0.003,2,random,25,25,8.33,66.25,64.51,61.67,75.42,75.01,53.33,9.18,44.15,178.9,
CIFAR100,EfficientNet-B0,apple+otter+seal,PS-PCGrad,0.003,2,structured,25,1,39,74.14,73.09,61.67,75.42,75.01,22.67,1.28,21.39,14.8,
CIFAR100,EfficientNet-B0,apple+otter+seal,PS-PCGrad,0.005,1,random,25,25,16.67,70.34,68.73,61.67,75.42,75.01,45,5.08,39.92,180.3,
CIFAR100,EfficientNet-B0,apple+otter+seal,PS-PCGrad,0.005,1,structured,25,1,40,74.01,72.99,61.67,75.42,75.01,21.67,1.41,20.26,21.6,
CIFAR100,EfficientNet-B0,apple+otter+seal,PS-PCGrad,0.005,2,random,25,14,0,53.41,51.81,61.67,75.42,75.01,61.67,22.01,39.66,99.7,
CIFAR100,EfficientNet-B0,apple+otter+seal,PS-PCGrad,0.005,2,structured,25,1,39,74.04,72.99,61.67,75.42,75.01,22.67,1.38,21.29,14.4,
CIFAR100,EfficientNet-B0,apple+otter+seal,PS-PCGrad,0.01,1,random,25,16,0.33,47.97,46.54,61.67,75.42,75.01,61.33,27.45,33.88,134.3,
CIFAR100,EfficientNet-B0,apple+otter+seal,PS-PCGrad,0.01,1,structured,25,1,40.33,74.12,73.11,61.67,75.42,75.01,21.33,1.3,20.03,14.4,
CIFAR100,EfficientNet-B0,apple+otter+seal,PS-PCGrad,0.01,2,random,25,10,0,50.93,49.4,61.67,75.42,75.01,61.67,24.49,37.18,71,
CIFAR100,EfficientNet-B0,apple+otter+seal,PS-PCGrad,0.01,2,structured,25,1,39.33,74.01,72.97,61.67,75.42,75.01,22.33,1.41,20.92,14.4,
CIFAR100,EfficientNet-B0,apple+otter+seal,PS-PCGrad,0.02,0.1,random,25,1,40.67,74.08,73.08,61.67,75.42,75.01,21,1.34,19.66,29.2,
CIFAR100,EfficientNet-B0,apple+otter+seal,PS-PCGrad,0.02,0.1,structured,25,11,0,67.09,65.08,61.67,75.42,75.01,61.67,8.33,53.34,78,
CIFAR100,EfficientNet-B0,apple+otter+seal,PS-PCGrad,0.02,0.15,random,25,24,26.33,73.15,71.75,61.67,75.42,75.01,35.33,2.27,33.06,173.4,
CIFAR100,EfficientNet-B0,apple+otter+seal,PS-PCGrad,0.02,0.15,structured,25,7,0,64.64,62.7,61.67,75.42,75.01,61.67,10.78,50.89,48,
CIFAR100,EfficientNet-B0,apple+otter+seal,PS-PCGrad,0.02,0.25,random,25,25,13,69.31,67.62,61.67,75.42,75.01,48.67,6.11,42.56,183.2,
CIFAR100,EfficientNet-B0,apple+otter+seal,PS-PCGrad,0.02,0.25,structured,25,4,0,61.05,59.22,61.67,75.42,75.01,61.67,14.37,47.3,28.3,
CIFAR100,EfficientNet-B0,apple+otter+seal,PS-PCGrad,0.02,0.5,random,25,25,0.67,56.7,55.02,61.67,75.42,75.01,61,18.72,42.28,173.9,
CIFAR100,EfficientNet-B0,apple+otter+seal,PS-PCGrad,0.02,0.5,structured,25,3,0,43.43,42.13,61.67,75.42,75.01,61.67,31.99,29.68,20.9,
CIFAR100,EfficientNet-B0,apple+otter+seal,PS-PCGrad,0.02,0.75,random,25,13,0,49.21,47.73,61.67,75.42,75.01,61.67,26.22,35.45,91.8,
CIFAR100,EfficientNet-B0,apple+otter+seal,PS-PCGrad,0.02,0.75,structured,25,2,0.33,48.27,46.83,61.67,75.42,75.01,61.33,27.15,34.18,20.7,
CIFAR100,EfficientNet-B0,apple+otter+seal,PS-PCGrad,0.03,0.1,random,25,22,31.67,74.07,72.8,61.67,75.42,75.01,30,1.35,28.65,175.5,
CIFAR100,EfficientNet-B0,apple+otter+seal,PS-PCGrad,0.03,0.1,structured,25,10,0,67.16,65.15,61.67,75.42,75.01,61.67,8.26,53.41,71,
CIFAR100,EfficientNet-B0,apple+otter+seal,PS-PCGrad,0.03,0.15,random,25,25,21.67,72.94,71.4,61.67,75.42,75.01,40,2.48,37.52,179,
CIFAR100,EfficientNet-B0,apple+otter+seal,PS-PCGrad,0.03,0.15,structured,25,6,0,65.65,63.68,61.67,75.42,75.01,61.67,9.77,51.9,42.4,
CIFAR100,EfficientNet-B0,apple+otter+seal,PS-PCGrad,0.03,0.25,random,25,25,5.67,68.22,66.34,61.67,75.42,75.01,56,7.21,48.79,183.2,
CIFAR100,EfficientNet-B0,apple+otter+seal,PS-PCGrad,0.03,0.25,structured,25,4,0,61.13,59.3,61.67,75.42,75.01,61.67,14.29,47.38,31.4,
CIFAR100,EfficientNet-B0,apple+otter+seal,PS-PCGrad,0.03,0.5,random,25,12,0,53.28,51.68,61.67,75.42,75.01,61.67,22.14,39.53,89.2,
CIFAR100,EfficientNet-B0,apple+otter+seal,PS-PCGrad,0.03,0.5,structured,25,3,0,43.11,41.82,61.67,75.42,75.01,61.67,32.31,29.36,22.1,
